rowid,sy_dist,sy_pnum,discoverymethod,disc_year
2367,1575.2,2,Transit,2021
2368,634.906,1,Transit,2016
2369,820.905,1,Transit,2016
2370,752.666,1,Transit,2016
2371,522.823,1,Transit,2016
2372,1455.57,2,Transit,2014
2373,1455.57,2,Transit,2014
2374,1050.45,1,Transit,2016
2375,573.0,1,Transit,2016
2376,1306.53,1,Transit,2016
2377,377.06,1,Transit,2016
2378,1408.75,1,Transit,2016
2379,1121.89,1,Transit,2016
2380,864.699,1,Transit,2016
2381,1299.97,1,Transit,2016
2382,482.287,1,Transit,2016
2383,415.205,1,Transit,2016
2384,574.228,2,Transit,2014
2385,574.228,2,Transit,2014
2386,1596.8,1,Transit,2016
2387,938.417,2,Transit,2016
2388,938.417,2,Transit,2023
2389,1545.39,1,Transit,2016
2390,1919.19,1,Transit,2016
2391,1157.84,1,Transit,2016
2392,459.273,1,Transit,2016
2393,1337.25,1,Transit,2016
2394,1020.53,1,Transit,2016
2395,1717.48,1,Transit,2016
2396,782.852,1,Transit,2016
2397,701.996,2,Transit,2014
2398,701.996,2,Transit,2014
2399,342.509,1,Transit,2016
2400,955.536,1,Transit,2016
2401,1304.19,1,Transit,2016
2402,802.116,1,Transit,2016
2403,757.382,1,Transit,2016
2404,918.566,1,Transit,2016
2405,922.333,1,Transit,2016
2406,486.94,1,Transit,2016
2407,743.03,1,Transit,2016
2408,563.493,1,Transit,2016
2409,881.386,1,Transit,2011
2410,388.63,2,Transit,2014
2411,388.63,2,Transit,2014
2412,588.715,1,Transit,2016
2413,944.241,1,Transit,2016
2414,1175.38,1,Transit,2016
2415,317.022,1,Transit,2016
2416,1175.22,1,Transit,2016
2417,698.485,1,Transit,2016
2418,762.019,1,Transit,2016
2419,1754.19,1,Transit,2016
2420,825.176,1,Transit,2016
2421,505.531,1,Transit,2016
2422,510.523,2,Transit,2014
2423,510.523,2,Transit,2014
2424,1176.53,1,Transit,2016
2425,1826.53,1,Transit,2016
2426,1316.57,1,Transit,2016
2427,807.812,1,Transit,2016
2428,729.227,1,Transit,2016
2429,661.022,1,Transit,2016
2430,1258.36,1,Transit,2016
2431,1347.71,1,Transit,2016
2432,840.503,1,Transit,2016
2433,880.895,1,Transit,2016
2434,1027.45,5,Transit,2014
2435,1027.45,5,Transit,2014
2436,1027.45,5,Transit,2014
2437,1027.45,5,Transit,2014
2438,1027.45,5,Transit Timing Variations,2014
2439,961.907,1,Transit,2016
2440,913.65,1,Transit,2016
2441,415.218,1,Transit,2016
2442,459.957,1,Transit,2016
2443,559.598,1,Transit,2016
2444,1347.52,1,Transit,2016
2445,1125.72,1,Transit,2016
2446,623.706,1,Transit,2016
2447,515.453,1,Transit,2016
2448,265.482,1,Transit,2016
2449,1021.66,2,Transit,2014
2450,1021.66,2,Transit,2014
2451,1364.22,1,Transit,2016
2452,987.237,1,Transit,2016
2453,632.865,1,Transit,2016
2454,1178.7,1,Transit,2016
2455,916.749,1,Transit,2016
2456,540.604,1,Transit,2016
2457,999.64,1,Transit,2016
2458,1064.31,1,Transit,2016
2459,1632.13,1,Transit,2016
2460,2140.6,1,Transit,2016
2461,420.046,3,Transit,2014
2462,420.046,3,Transit,2014
2463,420.046,3,Transit,2014
2464,862.186,1,Transit,2016
2465,968.722,1,Transit,2016
2466,687.615,1,Transit,2016
2467,758.17,1,Transit,2016
2468,1075.81,1,Transit,2016
2469,805.936,2,Transit,2016
2470,805.936,2,Transit,2016
2471,436.505,1,Transit,2016
2472,1045.92,1,Transit,2016
2473,593.026,1,Transit,2016
2474,1904.54,1,Transit,2016
2475,183.365,2,Transit,2014
2476,183.365,2,Transit,2014
2477,2126.85,1,Transit,2016
2478,902.204,1,Transit,2016
2479,648.979,1,Transit,2016
2480,514.524,1,Transit,2016
2481,622.818,3,Transit,2016
2482,622.818,3,Transit,2016
2483,622.818,3,Transit,2016
2484,1617.07,1,Transit,2016
2485,891.192,1,Transit,2016
2486,1105.95,1,Transit,2016
2487,717.555,1,Transit,2016
2488,805.562,1,Transit,2016
2489,237.401,3,Transit,2014
2490,237.401,3,Transit,2014
2491,237.401,3,Transit,2014
2492,1734.43,1,Transit,2016
2493,744.294,1,Transit,2016
2494,1054.87,1,Transit,2016
2495,664.83,1,Transit,2016
2496,801.993,1,Transit,2016
2497,583.641,1,Transit,2016
2498,849.312,2,Transit,2016
2499,849.312,2,Transit,2021
2500,1379.43,1,Transit,2016
2501,1840.77,1,Transit,2016
2502,1097.23,1,Transit,2016
2503,352.794,3,Transit,2014
2504,352.794,3,Transit,2014
2505,352.794,3,Transit,2014
2506,1095.05,1,Transit,2016
2507,831.991,1,Transit,2016
2508,1206.37,1,Transit,2016
2509,1114.24,1,Transit,2016
2510,614.648,1,Transit,2016
2511,1153.98,1,Transit,2016
2512,538.481,1,Transit,2016
2513,557.193,1,Transit,2016
2514,889.426,1,Transit,2016
2515,1494.22,1,Transit,2016
2516,396.379,2,Transit,2013
2517,396.379,2,Transit,2013
2518,1486.7,1,Transit,2016
2519,1090.0,1,Transit,2016
2520,1103.29,1,Transit,2016
2521,2921.99,1,Transit,2016
2522,882.324,1,Transit,2016
2523,422.269,1,Transit,2016
2524,1354.46,1,Transit,2016
2525,1003.26,1,Transit,2016
2526,814.078,1,Transit,2016
2527,1053.57,1,Transit,2016
2528,408.845,3,Transit,2014
2529,408.845,3,Transit,2014
2530,408.845,3,Radial Velocity,2021
2531,1593.7,1,Transit,2016
2532,897.352,1,Transit,2016
2533,1493.43,1,Transit,2016
2534,1028.16,1,Transit,2016
2535,1855.7,1,Transit,2016
2536,1174.46,1,Transit,2016
2537,1551.54,1,Transit,2016
2538,1439.47,1,Transit,2016
2539,544.163,1,Transit,2016
2540,1404.94,1,Transit,2016
2541,316.663,3,Transit,2014
2542,316.663,3,Transit,2014
2543,316.663,3,Transit,2014
2544,777.025,1,Transit,2016
2545,854.28,1,Transit,2016
2546,634.58,1,Transit,2016
2547,897.783,1,Transit,2016
2548,2176.08,1,Transit,2016
2549,1575.23,1,Transit,2016
2550,1107.5,1,Transit,2016
2551,1014.62,1,Transit,2016
2552,112.705,1,Transit,2016
2553,845.0,1,Transit,2016
2554,228.678,2,Transit,2014
2555,228.678,2,Transit,2014
2556,569.185,1,Transit,2016
2557,866.331,3,Transit,2016
2558,866.331,3,Transit,2016
2559,866.331,3,Transit,2021
2560,299.104,2,Transit,2016
2561,299.104,2,Transit,2021
2562,174.234,1,Transit,2016
2563,141.98685057,1,Transit,2016
2564,480.869,2,Transit,2016
2565,480.869,2,Transit,2021
2566,800.871,1,Transit,2016
2567,728.303,1,Transit,2016
2568,475.248,1,Transit,2016
2569,103.917,1,Transit,2016
2570,349.549,4,Transit,2014
2571,349.549,4,Transit,2014
2572,349.549,4,Transit,2014
2573,349.549,4,Transit,2016
2574,647.424,1,Transit,2016
2575,769.146,3,Transit,2016
2576,769.146,3,Transit,2016
2577,769.146,3,Transit,2021
2578,1350.32,2,Transit,2016
2579,1350.32,2,Transit,2021
2580,465.417,1,Transit,2016
2581,481.667,1,Transit,2016
2582,973.368,1,Transit,2016
2583,698.326,1,Transit,2016
2584,678.069,1,Transit,2016
2585,813.543,1,Transit,2016
2586,588.037,1,Transit,2016
2587,653.6,2,Transit,2014
2588,653.6,2,Transit,2014
2589,1720.48,1,Transit,2016
2590,319.197,1,Transit,2016
2591,528.685,1,Transit,2016
2592,932.446,1,Transit,2016
2593,1223.04,1,Transit,2016
2594,621.853,1,Transit,2016
2595,1126.64,2,Transit,2016
2596,1126.64,2,Transit,2016
2597,601.629,1,Transit,2016
2598,753.26,1,Transit,2016
2599,371.049,1,Transit,2016
2600,334.797,2,Transit,2014
2601,334.797,2,Transit,2014
2602,981.779,1,Transit,2016
2603,476.957,1,Transit,2016
2604,890.724,1,Transit,2016
2605,1756.71,1,Transit,2016
2606,853.959,1,Transit,2016
2607,1355.02,1,Transit,2016
2608,843.701,1,Transit,2016
2609,321.0,1,Transit,2016
2610,1213.82,1,Transit,2016
2611,276.323,1,Transit,2016
2612,621.855,2,Transit,2014
2613,621.855,2,Transit,2014
2614,340.691,2,Transit,2016
2615,340.691,2,Transit,2016
2616,202.782,1,Transit,2016
2617,670.829,1,Transit,2016
2618,593.384,1,Transit,2016
2619,1119.45,1,Transit,2016
2620,911.269,1,Transit,2016
2621,845.228,1,Transit,2016
2622,1015.69,1,Transit,2016
2623,546.998,1,Transit,2016
2624,614.859,1,Transit,2016
2625,420.818,2,Transit,2014
2626,420.818,2,Transit,2014
2627,1516.27,1,Transit,2016
2628,389.143,1,Transit,2016
2629,731.298,1,Transit,2016
2630,541.714,1,Transit,2016
2631,1056.9,1,Transit,2016
2632,840.128,2,Transit,2016
2633,840.128,2,Transit,2016
2634,465.826,1,Transit,2016
2635,401.484,1,Transit,2016
2636,1635.82,1,Transit,2016
2637,1236.56,1,Transit,2016
2638,302.979,2,Transit,2014
2639,302.979,2,Transit,2014
2640,1004.1,2,Transit,2016
2641,1004.1,2,Transit,2016
2642,515.334,2,Transit,2016
2643,515.334,2,Transit,2016
2644,1303.22,1,Transit,2016
2645,1699.46,1,Transit,2016
2646,1078.46,1,Transit,2016
2647,1430.84,1,Transit,2016
2648,868.056,1,Transit,2016
2649,1146.1,1,Transit,2016
2650,506.434,1,Transit,2016
2651,971.325,1,Transit,2016
2652,66.8624,4,Transit,2014
2653,66.8624,4,Transit,2014
2654,66.8624,4,Transit,2014
2655,66.8624,4,Transit Timing Variations,2022
2656,2462.94,1,Transit,2016
2657,1197.04,1,Transit,2016
2658,738.261,1,Transit,2016
2659,1027.21,1,Transit,2016
2660,618.0,1,Transit,2016
2661,688.795,1,Transit,2016
2662,835.882,1,Transit,2016
2663,455.358,1,Transit,2016
2664,453.795,4,Transit,2016
2665,453.795,4,Transit,2016
2666,453.795,4,Transit,2016
2667,453.795,4,Transit,2016
2668,497.093,1,Transit,2016
2669,391.038,5,Transit,2014
2670,391.038,5,Transit,2014
2671,391.038,5,Transit,2023
2672,391.038,5,Radial Velocity,2023
2673,391.038,5,Transit Timing Variations,2025
2674,723.431,1,Transit,2016
2675,1038.35,1,Transit,2016
2676,1117.0,1,Transit,2016
2677,544.456,1,Transit,2016
2678,640.409,1,Transit,2016
2679,492.894,1,Transit,2016
2680,1066.46,1,Transit,2016
2681,1198.25,1,Transit,2016
2682,852.204,2,Transit,2016
2683,852.204,2,Transit,2016
2684,1385.7,1,Transit,2016
2685,798.0,1,Transit,2011
2686,583.859,2,Transit,2014
2687,583.859,2,Transit,2014
2688,752.237,1,Transit,2016
2689,1425.43,1,Transit,2016
2690,1493.64,1,Transit,2016
2691,2163.9,1,Transit,2016
2692,962.183,1,Transit,2016
2693,1530.3,1,Transit,2016
2694,572.403,1,Transit,2016
2695,1396.41,1,Transit,2016
2696,535.048,1,Transit,2016
2697,694.89,1,Transit,2016
2698,301.183,2,Transit,2014
2699,301.183,2,Transit,2014
2700,367.0,1,Transit,2016
2701,1660.48,1,Transit,2016
2702,755.678,1,Transit,2016
2703,1167.49,1,Transit,2016
2704,570.835,1,Transit,2016
2705,1043.56,1,Transit,2016
2706,949.59,1,Transit,2016
2707,991.845,1,Transit,2016
2708,499.0,1,Transit,2016
2709,1498.58,1,Transit,2016
2710,548.686,3,Transit,2014
2711,548.686,3,Transit,2014
2712,548.686,3,Transit,2014
2713,1054.37,1,Transit,2016
2714,783.401,1,Transit,2016
2715,2465.84,1,Transit,2016
2716,449.0,1,Transit,2016
2717,661.421,1,Transit,2016
2718,863.873,1,Transit,2016
2719,1697.81,1,Transit,2016
2720,1220.0,1,Transit,2016
2721,1530.32,1,Transit,2016
2722,1214.09,1,Transit,2016
2723,809.467,2,Transit,2014
2724,809.467,2,Transit,2014
2725,875.523,1,Transit,2016
2726,1623.24,1,Transit,2016
2727,2171.87,1,Transit,2016
2728,1328.0,1,Transit,2016
2729,775.529,1,Transit,2016
2730,704.211,1,Transit,2016
2731,2530.62,1,Transit,2016
2732,2101.69,1,Transit,2016
2733,1154.13,1,Transit,2016
2734,225.393,1,Transit,2016
2735,384.917,2,Transit,2014
2736,384.917,2,Transit,2014
2737,1115.35,1,Transit,2016
2738,1110.48,1,Transit,2016
2739,608.68,1,Transit,2016
2740,593.646,1,Transit,2016
2741,319.675,1,Transit,2016
2742,506.357,1,Transit,2016
2743,152.075,1,Transit,2016
2744,890.296,1,Transit,2016
2745,768.903,1,Transit,2016
2746,2006.48,1,Transit,2016
2747,566.85,2,Transit,2013
2748,566.85,2,Transit,2013
2749,505.829,1,Transit,2016
2750,1058.72,1,Transit,2016
2751,996.32,1,Transit,2016
2752,1196.04,1,Transit,2016
2753,780.566,1,Transit,2016
2754,357.621,1,Transit,2016
2755,370.312,1,Transit,2016
2756,889.885,1,Transit,2016
2757,544.45,1,Transit,2016
2758,455.479,1,Transit,2016
2759,716.797,2,Transit,2014
2760,716.797,2,Transit,2014
2761,553.218,1,Transit,2016
2762,679.106,1,Transit,2016
2763,1017.82,1,Transit,2016
2764,1687.47,1,Transit,2016
2765,1151.73,2,Transit,2016
2766,1151.73,2,Transit,2016
2767,359.497,1,Transit,2016
2768,631.949,1,Transit,2016
2769,852.888,1,Transit,2016
2770,1899.24,3,Transit,2016
2771,1899.24,3,Transit,2016
2772,1899.24,3,Transit,2021
2773,1159.3,1,Transit,2016
2774,1042.02,2,Transit,2014
2775,1042.02,2,Transit,2014
2776,590.601,1,Transit,2016
2777,978.678,2,Transit,2016
2778,978.678,2,Transit,2023
2779,1479.14,1,Transit,2016
2780,652.253,1,Transit,2016
2781,1180.9,1,Transit,2016
2782,1568.38,1,Transit,2016
2783,1002.74,1,Transit,2016
2784,680.828,1,Transit,2016
2785,1845.58,1,Transit,2016
2786,728.668,1,Transit,2016
2787,791.163,3,Transit,2014
2788,791.163,3,Transit,2014
2789,791.163,3,Transit,2016
2790,500.892,1,Transit,2016
2791,459.076,1,Transit,2016
2792,567.556,1,Transit,2016
2793,1273.78,1,Transit,2016
2794,2879.83,1,Transit,2016
2795,615.66,1,Transit,2016
2796,1769.14,1,Transit,2016
2797,1014.62,2,Transit,2016
2798,1014.62,2,Transit,2023
2799,905.825,2,Transit,2016
2800,905.825,2,Transit,2021
2801,1283.05,2,Transit,2016
2802,1283.05,2,Transit,2024
2803,571.034,3,Transit,2014
2804,571.034,3,Transit,2014
2805,571.034,3,Transit,2014
2806,862.92,1,Transit,2016
2807,2065.59,2,Transit,2016
2808,2065.59,2,Transit,2023
2809,331.553,1,Transit,2016
2810,555.051,1,Transit,2016
2811,1285.48,1,Transit,2016
2812,1355.54,1,Transit,2016
2813,1307.66,1,Transit,2016
2814,1122.0,1,Transit,2016
2815,740.0,1,Transit,2016
2816,309.869,1,Transit,2016
2817,739.412,1,Transit,2011
2818,891.092,5,Transit,2014
2819,891.092,5,Transit,2014
2820,891.092,5,Transit,2014
2821,891.092,5,Transit,2014
2822,891.092,5,Transit,2017
2823,1217.82,1,Transit,2016
2824,749.06,1,Transit,2016
2825,1514.02,1,Transit,2016
2826,1225.57,1,Transit,2016
2827,2435.94,1,Transit,2016
2828,495.148,1,Transit,2016
2829,2366.02,1,Transit,2016
2830,320.478,1,Transit,2016
2831,1260.28,1,Transit,2016
2832,2002.96,1,Transit,2016
2833,649.919,2,Transit,2014
2834,649.919,2,Transit,2014
2835,1696.25,1,Transit,2016
2836,1475.6,1,Transit,2016
2837,162.0,1,Transit,2016
2838,349.247,2,Transit,2016
2839,349.247,2,Transit Timing Variations,2023
2840,397.292,2,Transit,2016
2841,397.292,2,Transit,2020
2842,539.321,1,Transit,2016
2843,1358.95,1,Transit,2016
2844,847.299,1,Transit,2016
2845,903.51,2,Transit,2016
2846,903.51,2,Transit,2023
2847,1441.63,1,Transit,2016
2848,441.09,2,Transit,2014
2849,441.09,2,Transit,2014
2850,607.917,1,Transit,2016
2851,206.983,1,Transit,2016
2852,814.125,1,Transit,2016
2853,865.596,1,Transit,2016
2854,381.773,1,Transit,2016
2855,382.989,1,Transit,2016
2856,555.574,1,Transit,2016
2857,1842.13,1,Transit,2016
2858,817.534,1,Transit,2016
2859,661.014,1,Transit,2016
2860,459.368,2,Transit,2014
2861,459.368,2,Transit,2014
2862,489.876,3,Transit,2016
2863,489.876,3,Transit,2016
2864,489.876,3,Transit,2021
2865,666.334,1,Transit,2016
2866,798.246,1,Transit,2016
2867,966.801,1,Transit,2016
2868,1107.0,1,Transit,2016
2869,897.733,1,Transit,2016
2870,387.248,1,Transit,2016
2871,517.292,1,Transit,2016
2872,1125.3,1,Transit,2016
2873,748.326,1,Transit,2016
2874,915.212,5,Transit,2014
2875,915.212,5,Transit,2014
2876,915.212,5,Transit,2016
2877,915.212,5,Transit,2016
2878,915.212,5,Transit,2016
2879,244.96,1,Transit,2016
2880,416.692,1,Transit,2016
2881,399.114,4,Transit,2016
2882,399.114,4,Transit,2016
2883,399.114,4,Transit,2016
2884,399.114,4,Transit,2016
2885,921.784,1,Transit,2016
2886,335.09,1,Transit,2016
2887,729.964,1,Transit,2016
2888,931.956,1,Transit,2016
2889,674.695,1,Transit,2016
2890,872.279,1,Transit,2016
2891,803.052,1,Transit,2016
2892,293.499,2,Transit,2014
2893,293.499,2,Transit,2014
2894,1179.01,1,Transit,2016
2895,1463.72,1,Transit,2016
2896,769.096,1,Transit,2016
2897,692.594,1,Transit,2016
2898,946.847,1,Transit,2016
2899,2013.27,1,Transit,2016
2900,944.54,1,Transit,2016
2901,1380.16,1,Transit,2016
2902,325.737,1,Transit,2016
2903,614.827,1,Transit,2016
2904,443.483,2,Transit,2014
2905,443.483,2,Transit,2014
2906,502.497,1,Transit,2016
2907,839.076,1,Transit,2016
2908,2060.72,1,Transit,2016
2909,616.697,1,Transit,2016
2910,908.805,1,Transit,2016
2911,629.93,1,Transit,2016
2912,466.586,1,Transit,2016
2913,1206.11,1,Transit,2016
2914,916.313,1,Transit,2016
2915,945.454,1,Transit,2016
2916,773.713,3,Transit,2014
2917,773.713,3,Transit,2014
2918,773.713,3,Transit,2016
2919,918.995,1,Transit,2016
2920,675.303,1,Transit,2016
2921,946.602,1,Transit,2016
2922,1455.36,1,Transit,2016
2923,1384.16,1,Transit,2016
2924,1246.92,1,Transit,2016
2925,460.91,1,Transit,2016
2926,510.029,1,Transit,2016
2927,1064.05,1,Transit,2016
2928,466.0,1,Transit,2016
2929,315.177,3,Transit,2014
2930,315.177,3,Transit,2014
2931,315.177,3,Transit,2024
2932,1002.02,1,Transit,2016
2933,493.175,1,Transit,2016
2934,78.8906,1,Transit,2016
2935,403.933,1,Transit,2016
2936,1416.31,1,Transit,2016
2937,944.465,1,Transit,2016
2938,552.55,1,Transit,2016
2939,1026.48,1,Transit,2016
2940,924.141,1,Transit,2016
2941,1513.14,1,Transit,2016
2942,373.744,2,Transit,2014
2943,373.744,2,Transit,2014
2944,771.152,1,Transit,2016
2945,1419.58,1,Transit,2016
2946,1639.47,1,Transit,2016
2947,638.249,1,Transit,2016
2948,976.868,1,Transit,2016
2949,845.022,1,Transit,2016
2950,2146.23,1,Transit,2016
2951,1221.05,1,Transit,2016
2952,619.862,1,Transit,2016
2953,1328.2,1,Transit,2016
2954,75.0852,1,Transit,2011
2955,937.013,3,Transit,2014
2956,937.013,3,Transit,2014
2958,1030.81,2,Transit,2016
2959,1030.81,2,Transit,2021
2960,644.456,1,Transit,2016
2961,629.804,1,Transit,2016
2962,2712.58,1,Transit,2016
2963,541.189,1,Transit,2016
2964,546.23,1,Transit,2016
2965,831.287,1,Transit,2016
2966,1286.1,1,Transit,2016
2967,832.0,1,Transit,2016
2968,1826.04,1,Transit,2016
2969,434.632,2,Transit,2014
2970,434.632,2,Transit,2014
2971,864.331,2,Transit,2016
2972,864.331,2,Transit,2023
2973,908.444,1,Transit,2016
2974,764.726,1,Transit,2016
2975,1508.33,1,Transit,2016
2976,1191.19,1,Transit,2016
2977,1393.83,1,Transit,2016
2978,1137.81,1,Transit,2016
2979,898.31,1,Transit,2016
2980,1229.25,1,Transit,2016
2981,734.85,1,Transit,2016
2982,855.641,2,Transit,2014
2983,855.641,2,Transit,2014
2984,895.069,1,Transit,2016
2985,1631.66,1,Transit,2016
2986,796.477,1,Transit,2016
2987,837.481,1,Transit,2016
2988,258.979,1,Transit,2016
2989,2310.11,1,Transit,2016
2990,1368.83,1,Transit,2016
2991,317.437,1,Transit,2016
2992,352.0,1,Transit,2016
2993,336.09,1,Transit,2016
2994,689.814,2,Transit,2014
2995,689.814,2,Transit,2014
2996,331.213,1,Transit,2016
2997,1305.99,1,Transit,2016
2998,716.76,1,Transit,2016
2999,1114.91,1,Transit,2016
3000,617.339,1,Transit,2016
3001,1069.45,1,Transit,2016
3002,1947.54,1,Transit,2016
3003,567.187,1,Transit,2016
3004,1525.52,1,Transit,2016
3005,1031.31,1,Transit,2016
3006,890.758,4,Transit,2014
3007,890.758,4,Transit,2014
3008,890.758,4,Transit,2014
3009,890.758,4,Transit,2023
3010,1859.78,1,Transit,2016
3011,860.37,2,Transit,2016
3012,860.37,2,Transit,2016
3013,413.873,2,Transit,2016
3014,413.873,2,Transit,2016
3015,341.774,1,Transit,2016
3016,629.27,1,Transit,2016
3017,1202.47,1,Transit,2016
3018,127.591,1,Transit,2016
3019,1212.45,1,Transit,2016
3020,92.1913,2,Transit,2017
3021,92.1913,2,Transit,2020
3022,560.885,2,Transit,2014
3023,560.885,2,Transit,2014
3024,134.397,1,Transit,2017
3025,66.4074,1,Transit,2017
3026,252.0,1,Transit,2017
3027,755.0,1,Transit,2017
3028,568.117,1,Transit,2018
3029,213.26,1,Transit,2018
3030,185.875,2,Transit,2018
3031,185.875,2,Radial Velocity,2022
3032,603.53,3,Transit,2014
3033,603.53,3,Transit,2014
3034,603.53,3,Transit,2016
3035,1188.54,1,Eclipse Timing Variations,2023
3036,410.607,1,Transit,2020
3037,337.926,1,Transit,2020
3038,626.691,1,Transit,2020
3039,335.515,1,Transit,2020
3040,1379.37,2,Transit,2020
3041,1379.37,2,Transit,2020
3042,626.819,1,Transit,2020
3043,1335.64,1,Transit,2020
3044,543.444,3,Transit,2020
3045,543.444,3,Transit,2021
3046,543.444,3,Transit,2023
3047,341.908,4,Transit,2014
3048,341.908,4,Transit,2014
3049,341.908,4,Transit,2016
3050,341.908,4,Transit,2016
3051,2065.98,1,Transit,2020
3052,357.059,1,Transit,2020
3053,391.181,1,Transit,2020
3054,727.187,1,Transit,2020
3055,1012.48,1,Transit,2020
3056,651.117,1,Transit,2020
3058,735.369,1,Transit,2020
3059,847.339,1,Transit,2020
3060,909.28,1,Transit,2020
3061,1343.6,2,Transit,2014
3062,1343.6,2,Transit,2014
3063,310.315,1,Transit,2020
3064,758.3,1,Transit,2020
3065,1159.85,1,Transit,2020
3066,733.143,1,Transit,2020
3067,621.996,1,Transit,2020
3068,1141.89,1,Transit,2020
3069,729.823,1,Transit,2020
3070,417.014,1,Transit,2020
3071,567.44687087,1,Transit,2020
3072,294.122,1,Transit,2020
3073,406.529,5,Transit,2014
3074,406.529,5,Transit,2014
3075,406.529,5,Transit,2014
3076,406.529,5,Transit,2014
3077,406.529,5,Transit,2014
3078,703.789,1,Transit,2020
3079,1267.67,1,Transit,2020
3080,591.019,1,Transit,2020
3081,760.065,2,Transit,2020
3082,760.065,2,Transit,2021
3083,513.329,1,Transit,2020
3084,791.175,1,Transit,2020
3085,1506.36,1,Transit,2020
3086,247.771,1,Transit,2020
3087,222.345,1,Transit,2020
3088,818.759,1,Transit,2020
3089,720.753,1,Transit,2011
3090,738.657,2,Transit,2014
3091,738.657,2,Transit,2014
3092,717.597,1,Transit,2020
3093,584.142,1,Transit,2020
3094,857.14,1,Transit,2020
3095,835.455,1,Transit,2013
3096,1633.49,2,Transit,2021
3097,1633.49,2,Transit,2021
3098,1666.69,1,Transit,2021
3099,273.946,1,Transit,2021
3100,863.855,3,Transit,2014
3101,863.855,3,Transit,2014
3102,863.855,3,Transit,2014
3103,305.193,1,Transit,2021
3104,590.268,1,Transit,2021
3105,156.264,1,Transit,2021
3106,295.293,1,Transit,2021
3107,409.46,1,Transit,2021
3108,522.605,1,Transit,2021
3109,195.439,1,Transit,2021
3110,1008.79,1,Transit,2021
3111,375.522,1,Transit,2021
3112,905.406,1,Transit,2021
3113,828.592,4,Transit,2014
3114,828.592,4,Transit,2014
3115,828.592,4,Transit,2014
3116,828.592,4,Transit,2014
3117,629.445,1,Transit,2021
3118,641.374,1,Transit,2021
3119,772.283,1,Transit,2021
3120,811.278,1,Transit,2021
3121,1060.77,1,Transit,2021
3122,558.652,1,Transit,2021
3123,390.552,1,Transit,2021
3124,894.187,1,Transit,2021
3125,651.783,1,Transit,2021
3126,576.181,1,Transit,2021
3127,833.165,2,Transit,2014
3128,833.165,2,Transit,2014
3129,1427.08,1,Transit,2021
3130,169.948,1,Transit,2021
3131,1289.41,1,Transit,2021
3132,2080.51,1,Transit,2021
3133,1482.83,1,Transit,2021
3134,245.303,1,Transit,2021
3135,1430.0,1,Transit,2021
3137,1302.87,1,Transit,2021
3138,783.666,1,Transit,2021
3139,384.757,3,Transit,2014
3140,384.757,3,Transit,2014
3141,384.757,3,Transit,2014
3142,1061.77,1,Transit,2021
3143,270.739,1,Transit,2021
3144,669.573,1,Transit,2021
3145,538.807,1,Transit,2021
3146,1091.63,1,Transit,2021
3147,996.105,1,Transit,2021
3148,979.541,1,Transit,2021
3149,1321.38,1,Transit,2021
3150,1083.28,1,Transit,2021
3151,268.2,1,Transit,2021
3152,1312.34,2,Transit,2014
3153,1312.34,2,Transit,2014
3154,1497.33,1,Transit,2021
3155,1291.47,1,Transit,2021
3156,962.888,1,Transit,2021
3157,707.688,1,Transit,2021
3158,718.945,1,Transit,2021
3159,982.383,1,Transit,2021
3161,807.308,1,Transit,2021
3162,1588.41,1,Transit,2021
3163,385.348,1,Transit,2021
3164,527.321,4,Transit,2014
3165,527.321,4,Transit,2014
3166,527.321,4,Transit,2014
3167,527.321,4,Transit,2016
3169,221.186,1,Transit,2021
3170,1663.74,1,Transit,2021
3171,756.486,1,Transit,2021
3172,1542.48,1,Transit,2021
3173,764.456,1,Transit,2021
3174,501.229,1,Transit,2021
3175,820.506,1,Transit,2021
3176,632.766,1,Transit,2021
3177,438.412,1,Transit,2021
3178,1435.44,2,Transit,2013
3179,1435.44,2,Transit,2013
3180,582.942,1,Transit,2021
3181,565.752,1,Transit,2021
3182,871.564,1,Transit,2021
3183,681.255,1,Transit,2021
3184,816.592,1,Transit,2021
3185,657.023,1,Transit,2021
3186,690.336,1,Transit,2021
3187,619.146,1,Transit,2021
3188,1276.29,1,Transit,2021
3189,908.501,1,Transit,2021
3190,716.025,3,Transit,2014
3191,716.025,3,Transit,2014
3192,716.025,3,Transit,2014
3193,790.516,1,Transit,2021
3194,962.63,1,Transit,2021
3195,305.792,1,Transit,2021
3196,264.078,1,Transit,2021
3197,883.045,1,Transit,2021
3198,745.74,1,Transit,2021
3199,863.909,1,Transit,2021
3200,778.602,1,Transit,2021
3201,560.445,1,Transit,2021
3202,611.461,1,Transit,2021
3203,605.68,2,Transit,2014
3204,605.68,2,Transit,2014
3205,1070.17,1,Transit,2021
3206,602.218,1,Transit,2021
3207,601.029,1,Transit,2021
3208,1189.88,1,Transit,2021
3209,561.229,1,Transit,2021
3211,825.883,1,Transit,2021
3212,1338.49,1,Transit,2021
3213,395.196,1,Transit,2021
3214,2254.69,1,Transit,2021
3215,433.047,3,Transit,2011
3216,433.047,3,Transit,2011
3217,433.047,3,Transit,2011
3218,695.65,2,Transit,2014
3219,695.65,2,Transit,2014
3220,350.455,1,Transit,2021
3221,839.332,2,Transit,2021
3222,839.332,2,Transit,2023
3223,636.694,2,Transit,2021
3224,636.694,2,Transit,2021
3225,434.456,1,Transit,2021
